label,cluster_no
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,4
pigeonpeas,2
pigeonpeas,4
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,1
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,4
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,4
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,0
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,2
pigeonpeas,4
pigeonpeas,2
pigeonpeas,2
pigeonpeas,4
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,4
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,1
pigeonpeas,2
pigeonpeas,2
pigeonpeas,0
pigeonpeas,2
pigeonpeas,0
pigeonpeas,6
pigeonpeas,2
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,2
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,2
mothbeans,2
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,7
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,1
lentil,4
lentil,4
lentil,1
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,2
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,1
lentil,1
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
pomegranate,6
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
banana,7
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,4
mango,4
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,2
mango,4
mango,2
mango,2
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,4
orange,4
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,6
orange,4
orange,6
orange,6
orange,6
orange,4
orange,4
orange,6
orange,6
orange,6
orange,6
papaya,0
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,6
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,7
papaya,4
papaya,4
papaya,0
papaya,0
papaya,6
papaya,4
papaya,0
papaya,7
papaya,7
papaya,4
papaya,4
papaya,4
papaya,7
papaya,0
papaya,7
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,7
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,7
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
coconut,0
coconut,0
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,0
coconut,6
coconut,6
coconut,6
coconut,6
coconut,0
coconut,6
coconut,6
coconut,6
coconut,6
coconut,0
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,0
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
coconut,6
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
cotton,7
jute,7
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
coffee,0
coffee,0
coffee,7
coffee,7
coffee,0
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,7
coffee,0
coffee,0
coffee,0
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
